shift,pair_00,pair_01,pair_02,pair_03,pair_04,pair_05,pair_06,pair_07,pair_08,pair_09,pair_10,pair_11,pair_12,pair_13,pair_14,pair_15,pair_16,pair_17,pair_18
-146,215.40149980783463,215.54540491104126,216.1700804233551,216.8509722352028,217.25195491313934,216.8509722352028,215.20537561178207,216.7147674560547,217.71442312002182,217.44691169261932,216.87932705879211,217.64566469192505,216.5500931739807,216.10923898220062,216.77844727039337,216.21496868133545,215.51623040437698,216.52747744321823,216.42515355348587
-145,215.44686430692673,215.55615484714508,216.17946434020996,216.86466562747955,217.2402644753456,216.86466562747955,215.1834322810173,216.72786909341812,217.71730786561966,217.4606415629387,216.93261402845383,217.6576243042946,216.50185745954514,216.0901426076889,216.7767368555069,216.22407120466232,215.54596990346909,216.50223290920258,216.42614406347275
-144,215.4935120344162,215.56836730241776,216.18711191415787,216.8784504532814,217.22789919376373,216.8784504532814,215.17322170734406,216.7383114695549,217.7243029475212,217.47928208112717,216.9813505411148,217.67421126365662,216.45091474056244,216.07306504249573,216.77636379003525,216.23833692073822,215.57334035634995,216.4869909286499,216.42559397220612
-143,215.53776425123215,215.58220237493515,216.19312471151352,216.89226549863815,217.21422827243805,216.89226549863815,215.17321556806564,216.74587750434875,217.7337281703949,217.5019736289978,217.02496683597565,217.69373804330826,216.39824706315994,216.05967110395432,216.77603578567505,216.256864964962,215.59691524505615,216.48095208406448,216.42223036289215
-142,215.57685041427612,215.59750533103943,216.19780004024506,216.90572047233582,217.19816064834595,216.90572047233582,215.1812195777893,216.75084602832794,217.74349921941757,217.52697801589966,217.06298702955246,217.71489429473877,216.34544199705124,216.05151855945587,216.77493649721146,216.2780402302742,215.61650490760803,216.48251229524612,216.4143287539482
-141,215.61015456914902,215.6140776872635,216.20192277431488,216.91834199428558,217.1787896156311,216.91834199428558,215.19455456733704,216.7536233663559,217.7518984079361,217.5529710650444,217.0952707529068,217.7369133234024,216.2943860888481,216.05030435323715,216.7721956372261,216.300401866436,215.6321929693222,216.49018543958664,216.40122598409653
-140,215.63888430595398,215.63141000270844,216.20704019069672,216.92998510599136,217.1552705168724,216.92998510599136,215.21132791042328,216.75454604625702,217.7583983540535,217.5784621834755,217.12151038646698,217.75903302431107,216.24798172712326,216.05735504627228,216.76758527755737,216.32241880893707,215.64419144392014,216.50299274921417,216.38371628522873
-139,215.66438406705856,215.64942783117294,216.21431690454483,216.94148737192154,217.12791877985,216.94148737192154,215.22964775562286,216.75374555587769,217.7629457116127,217.60222959518433,217.14192247390747,217.7805494070053,216.20911747217178,216.0743390917778,216.76189297437668,216.3427073955536,215.65294128656387,216.5204838514328,216.36335092782974
-138,215.68806475400925,215.66873180866241,216.2238718867302,216.95365351438522,217.09838545322418,216.95365351438522,215.24773794412613,216.75025206804276,217.76611322164536,217.62365126609802,217.15698647499084,217.80098295211792,216.17971444129944,216.10177451372147,216.75617849826813,216.359645485878,215.65939378738403,216.54230481386185,216.3410307765007
-137,215.7108172774315,215.68921542167664,216.23596811294556,216.9666224718094,217.0684534907341,216.9666224718094,215.26400977373123,216.74320632219315,217.76889157295227,217.64213740825653,217.16731417179108,217.81954580545425,216.1605999469757,216.1390722990036,216.75147372484207,216.3725128173828,215.66418081521988,216.56808865070343,216.31811040639877
