shift,pair_00,pair_01,pair_02,pair_03,pair_04,pair_05,pair_06,pair_07,pair_08,pair_09,pair_10,pair_11,pair_12
-105,217.7327299118042,216.19128918647766,217.07778179645538,216.86034727096558,217.63666146993637,215.4274400472641,218.23492866754532,215.3150943517685,216.88170731067657,215.53611063957214,216.0995883345604,215.21992820501328,214.44150131940842
-104,217.75836205482483,216.23492819070816,217.07621031999588,216.86948031187057,217.64661639928818,215.45364195108414,218.26987999677658,215.3139151930809,216.86269968748093,215.55467599630356,216.10070770978928,215.25085991621017,214.4681487083435
-103,217.78712904453278,216.27734756469727,217.07339709997177,216.87598794698715,217.65582287311554,215.47733986377716,218.30684173107147,215.32170796394348,216.84381127357483,215.5676120519638,216.10206919908524,215.28450709581375,214.4924743771553
-102,217.81626027822495,216.3161164522171,217.0691369175911,216.8801817893982,217.66269540786743,215.4979323744774,218.34379470348358,215.3381273150444,216.82557624578476,215.57585227489471,216.10377669334412,215.31919306516647,214.51586961746216
-101,217.84311884641647,216.34913289546967,217.06351017951965,216.88149237632751,217.66621315479279,215.51512920856476,218.37902808189392,215.36134827136993,216.8087034225464,215.58130395412445,216.10512202978134,215.35306614637375,214.53967475891113
-100,217.8667483329773,216.37476533651352,217.05711549520493,216.88034391403198,217.66615170240402,215.52842581272125,218.41128087043762,215.39010900259018,216.79415482282639,215.58554059267044,216.10640627145767,215.38526087999344,214.56512820720673
-99,217.88713485002518,216.39253455400467,217.05097043514252,216.8766832947731,217.6625167131424,215.53811663389206,218.43991839885712,215.42359149456024,216.78281676769257,215.5882604122162,216.10826975107193,215.4145831465721,214.59296035766602
-98,217.90463387966156,216.40283674001694,217.0468664765358,216.87061369419098,217.65490990877151,215.54497176408768,218.46469515562057,215.4604196548462,216.7751785516739,215.58872282505035,216.11109566688538,215.44030725955963,214.62336057424545
-97,217.9191682934761,216.40737801790237,217.046080827713,216.86172193288803,217.64258342981339,215.54940384626389,218.48599588871002,215.49852418899536,216.77179497480392,215.58688229322433,216.11550575494766,215.46153509616852,214.65574872493744
-96,217.93109494447708,216.4081090092659,217.04917645454407,216.84952729940414,217.62526088953018,215.55185729265213,218.50406616926193,215.53569209575653,216.77311539649963,215.58305126428604,216.12171298265457,215.47775530815125,214.68903070688248
-95,217.94064432382584,216.40720927715302,217.05610764026642,216.8338230252266,217.60316586494446,215.55293625593185,218.51906502246857,215.57033222913742,216.7789307832718,215.5769270658493,216.1300847530365,215.48983162641525,214.72131150960922
-94,217.9482411146164,216.40627789497375,217.06646996736526,216.81476718187332,217.57687997817993,215.553540289402,218.53099292516708,215.60138481855392,216.78859651088715,215.5674770474434,216.141437292099,215.49880689382553,214.75028812885284
-93,217.9544334411621,216.4065163731575,217.07945358753204,216.79321801662445,217.5470798611641,215.5540270805359,218.53964680433273,215.62922513484955,216.8017567396164,215.55458837747574,216.1563708782196,215.5052688717842,214.77395808696747
-92,217.9601073861122,216.40927976369858,217.09441882371902,216.77030563354492,217.51470398902893,215.553853392601,218.54545176029205,215.6546966433525,216.8180102109909,215.5380019545555,216.17468601465225,215.51020032167435,214.79081946611404
-91,217.96595740318298,216.41559898853302,217.1107087135315,216.74713867902756,217.48177790641785,215.55197775363922,218.54904812574387,215.67790925502777,216.83691656589508,215.51794481277466,216.19543308019638,215.5140329003334,214.79916882514954
-90,217.97201603651047,216.42639434337616,217.127303481102,216.72442948818207,217.45065653324127,215.54731917381287,218.55108004808426,215.69906663894653,216.85764545202255,215.49536448717117,216.21719604730606,215.51698464155197,214.7975571155548
-89,217.9776229262352,216.4422937631607,217.14323204755783,216.70279103517532,217.42378097772598,215.5395791530609,218.55191498994827,215.7174407839775,216.87936908006668,215.4718406200409,216.23843717575073,215.51976543664932,214.78572243452072
-88,217.9820737838745,216.4634674191475,217.1574535369873,216.68288606405258,217.4029719233513,215.52943164110184,218.55176597833633,215.7319912314415,216.9015862941742,215.44941931962967,216.25809526443481,215.52323085069656,214.7639319896698
-87,217.984517455101,216.48963510990143,217.16880178451538,216.66527271270752,217.38953459262848,215.51891070604324,218.55063045024872,215.74226105213165,216.92372912168503,215.43018627166748,216.27544271945953,215.5279000401497,214.7331349849701
-86,217.98403096199036,216.5198569893837,217.17677807807922,216.65070468187332,217.38380336761475,215.50939625501633,218.54887336492538,215.74844139814377,216.94502836465836,215.41624683141708,216.29002499580383,215.53370660543442,214.6949669122696
-85,217.97978746891022,216.5524087548256,217.18149065971375,216.63906514644623,217.38517832756042,215.50149762630463,218.54698967933655,215.75038945674896,216.96473556756973,215.40916639566422,216.30159240961075,215.54046541452408,214.65162867307663
